latitude,longitude,NDVI,Temperature,Precipitation,Humidity,Windspeed,is_fire,Year,Month,Day
35.04932,-4.194633,2418.0,24.833332,0.0,62.6,4.0,1.0,2018,7,28
29.988926,-7.0046296,824.0,12.166668,0.0,43.6,1.9,0.0,2014,11,27
35.519745,-5.606414,3554.0,24.555553,0.0,70.0,7.3,0.0,2019,9,4
32.593506,-4.5051937,1727.0,18.0,0.0,29.5,3.2,1.0,2015,4,1
34.593384,-2.3478885,3677.0,16.555555,0.0,51.5,6.0,1.0,2018,5,9
27.837017,-10.185206,1091.0,20.5,0.0,57.6,14.3,0.0,2021,6,13
35.255093,-5.5593376,6631.0,30.444445,0.0,9999.9,3.6,1.0,2020,8,27
35.050964,-2.3724704,2728.0,25.0,0.0,57.6,6.5,1.0,2019,7,30
32.150402,-5.3752418,991.0,28.11111,0.0,35.6,8.0,0.0,2017,7,23
33.889805,-6.317953,2442.0,21.166666,0.0,57.9,6.3,0.0,2017,9,11
35.13755,-4.4919467,2959.0,18.277779,0.0,58.6,7.4,0.0,2016,4,26
28.196991,-10.863941,958.0,20.5,0.0,62.8,14.4,0.0,2016,9,28
27.996922,-9.358184,1080.0,26.666666,0.0,38.5,8.1,0.0,2016,11,1
33.41347,-7.8093915,2815.0,22.277779,0.0,55.0,9.3,1.0,2017,7,22
33.946148,-5.120669,2645.0,20.277779,0.0,49.8,7.6,1.0,2015,6,17
35.282295,-5.100083,5344.0,14.611111,2.95,51.5,7.6,0.0,2018,3,19
35.077908,-6.0941176,3898.0,26.38889,0.0,65.9,6.1,1.0,2016,8,25
31.387688,-9.034798,1201.0,26.61111,0.0,64.8,5.1,0.0,2019,8,24
34.729702,-4.0636897,2379.0,25.666664,0.0,68.0,6.2,0.0,2016,8,25
33.365715,-7.746668,4358.0,12.666667,0.0,53.5,4.4,1.0,2018,12,10
35.46178,-5.782921,4897.0,27.222221,0.0,56.6,26.2,1.0,2016,8,9
33.910618,-5.49403,4942.0,14.0,0.0,43.8,8.2,1.0,2020,2,3
35.13971,-5.5841827,6046.0,28.277779,0.0,62.8,7.8,1.0,2016,8,10
34.792747,-2.16252,2654.0,16.777779,0.0,45.7,4.5,0.0,2015,4,29
33.62763,-4.648009,2598.0,18.500002,0.0,52.4,6.3,0.0,2014,7,3
33.366753,-7.7471724,3544.0,12.888889,0.08,47.8,9.2,1.0,2020,3,24
33.94848,-4.016601,3750.0,20.444447,0.0,43.0,2.8,0.0,2015,4,21
34.599407,-2.3459334,1809.0,18.333334,0.0,50.7,7.1,1.0,2017,5,4
30.974665,-7.444215,1450.0,9.666668,0.0,20.8,2.5,0.0,2018,12,25
34.969776,-5.406962,4187.0,14.333333,0.01,53.5,5.4,0.0,2021,1,26
28.561487,-10.391604,1383.0,17.38889,0.0,44.6,7.8,0.0,2020,3,31
30.78483,-7.2016125,1013.0,31.88889,0.0,27.3,7.3,0.0,2021,8,2
35.816685,-5.396709,6084.0,14.444445,0.04,48.8,5.5,1.0,2016,1,27
34.596184,-2.3463326,1400.0,18.166664,0.0,54.7,5.2,1.0,2019,10,16
34.596775,-2.345345,3517.0,17.555555,0.0,44.3,6.3,1.0,2014,3,18
35.001392,-3.6350677,2377.0,27.166666,0.0,54.5,4.3,1.0,2019,8,9
31.263725,-6.294171,1228.0,27.055553,0.0,27.1,6.2,0.0,2020,10,1
33.649323,-6.3271513,1919.0,22.444445,0.0,65.2,3.7,1.0,2018,9,22
35.226017,-4.501585,1817.0,23.833334,0.01,66.2,4.5,0.0,2014,9,22
34.883625,-3.8421824,2462.0,17.833334,0.0,52.6,4.7,0.0,2022,11,24
31.645235,-4.19875,1690.0,18.722221,0.0,36.6,3.1,1.0,2013,11,3
33.620308,-6.0063877,2694.0,22.0,0.08,52.8,5.6,0.0,2014,10,12
32.35605,-3.5319963,816.0,34.666668,0.0,23.2,7.8,0.0,2017,6,24
33.902275,-5.626496,3381.0,14.833333,0.0,40.2,7.5,1.0,2020,11,22
34.597485,-2.3488772,1499.0,28.0,0.0,64.8,5.8,1.0,2016,8,28
33.36835,-7.7506523,5797.0,16.166666,0.0,53.7,8.4,1.0,2013,4,14
31.98734,-8.948506,1864.0,21.055555,0.0,58.8,4.4,0.0,2021,6,16
32.81703,-3.8397806,1321.0,6.0555563,0.0,20.6,6.0,0.0,2014,12,9
32.011982,-3.3730736,1289.0,24.722221,0.02,46.7,3.3,0.0,2018,9,24
35.22448,-5.498716,6496.0,31.222221,0.0,9999.9,3.8,1.0,2020,8,28
35.18308,-5.110875,5336.0,22.333332,0.0,55.5,7.8,1.0,2015,9,28
35.74268,-5.373684,4564.0,34.0,0.0,58.1,12.8,1.0,2020,8,3
31.19884,-9.299247,2723.0,12.166668,0.16,47.0,2.8,0.0,2020,1,22
31.166424,-4.91274,944.0,18.500002,0.0,32.5,5.8,0.0,2020,3,15
27.957905,-10.996948,907.0,15.222222,0.04,48.4,18.5,0.0,2016,3,25
27.349817,-9.900493,1109.0,18.999998,0.0,34.3,13.6,0.0,2020,12,24
35.458355,-5.8295593,3813.0,14.222221,0.0,50.7,9.3,0.0,2014,2,16
33.912876,-5.493349,3328.0,24.444445,0.0,58.2,4.0,1.0,2015,7,4
34.954033,-4.9497414,3800.0,31.444445,0.0,53.2,3.2,1.0,2015,7,21
35.19717,-5.5244374,4668.0,16.11111,0.0,43.6,3.2,0.0,2020,10,29
32.884785,-4.1561985,1221.0,8.222222,0.0,33.3,10.0,0.0,2013,12,19
35.171722,-5.798136,3936.0,27.833334,0.0,59.0,5.4,1.0,2013,9,22
35.14736,-5.112665,5173.0,22.555555,0.0,59.4,6.8,1.0,2022,5,14
27.763966,-11.59583,1001.0,23.277779,0.0,66.0,12.0,0.0,2014,9,24
30.220201,-9.150221,1770.0,16.666666,0.0,43.0,5.8,1.0,2021,12,16
34.59486,-2.3471136,1809.0,18.333334,0.0,50.7,7.1,1.0,2017,5,4
27.662537,-10.531162,1105.0,28.444443,0.0,50.4,8.8,0.0,2020,10,13
35.114483,-5.371014,5305.0,30.333334,0.0,65.6,5.0,1.0,2021,8,15
33.89224,-4.935817,1861.0,25.388887,0.0,38.5,6.9,1.0,2017,10,10
28.352015,-11.180702,1047.0,13.388888,0.0,36.5,22.5,0.0,2018,2,4
29.066193,-10.289312,1359.0,20.61111,0.0,29.3,14.5,0.0,2021,12,19
32.311695,-6.68899,4078.0,31.0,0.0,52.6,8.4,1.0,2015,7,6
31.426514,-5.976883,1492.0,6.222223,0.0,26.2,6.2,0.0,2021,1,11
29.008677,-10.003626,1187.0,17.833334,0.0,48.1,7.3,0.0,2016,3,19
31.566818,-3.8344126,1228.0,23.444443,0.01,53.1,8.4,0.0,2018,9,27
32.685818,-3.8929799,1532.0,15.222222,0.0,44.1,2.2,0.0,2015,10,30
35.90227,-5.4635854,4252.0,25.777779,0.0,61.0,10.3,1.0,2013,9,17
32.6476,-5.4338117,2113.0,9.777777,0.0,29.4,4.0,0.0,2020,12,23
31.585093,-8.50314,1348.0,23.88889,0.0,50.6,5.6,1.0,2019,6,18
31.686317,-3.664428,1384.0,17.0,0.1,50.3,4.5,0.0,2018,5,21
31.54017,-5.987077,1589.0,25.166668,0.0,53.1,5.5,0.0,2022,6,26
33.36709,-7.7525263,5075.0,11.611112,0.0,42.6,6.6,1.0,2016,3,10
35.176384,-6.0670614,3672.0,23.722221,0.0,62.0,7.0,1.0,2021,7,9
34.769596,-4.1944413,2652.0,23.38889,0.0,67.3,4.6,0.0,2018,6,28
34.663452,-2.1388514,1630.0,29.38889,0.0,70.1,7.1,0.0,2015,8,9
34.59469,-2.344841,1659.0,30.944445,0.0,47.7,5.1,1.0,2015,7,9
33.131832,-6.2321134,2578.0,10.388889,0.0,31.6,2.9,0.0,2022,1,12
33.603836,-5.592852,2789.0,26.11111,0.0,56.4,4.5,1.0,2013,7,2
30.725063,-6.555217,1017.0,22.388891,0.0,25.0,3.5,0.0,2021,10,20
27.909855,-8.827813,1121.0,21.166666,0.0,60.0,14.4,0.0,2021,8,10
28.065847,-11.906641,1021.0,26.88889,0.0,43.5,5.8,0.0,2021,10,18
35.069088,-5.7259636,4378.0,28.88889,0.0,68.4,7.0,1.0,2022,7,14
34.593834,-2.3480513,2071.0,8.555556,0.0,39.3,5.8,1.0,2019,1,19
35.06563,-5.001449,3454.0,33.72222,0.0,55.1,4.0,1.0,2016,9,7
33.908623,-5.4914217,3408.0,21.333334,0.0,51.5,5.4,1.0,2019,6,18
30.219398,-9.151817,2629.0,16.944445,0.0,56.3,5.2,1.0,2015,3,30
35.257744,-5.5567102,6631.0,28.5,0.0,9999.9,5.0,1.0,2020,8,26
32.258945,-6.580097,4560.0,25.61111,0.0,41.8,5.7,0.0,2019,10,27
32.00115,-9.417287,4207.0,27.833334,0.0,47.4,5.2,0.0,2013,4,22
30.367317,-9.159843,2669.0,14.611111,0.0,50.2,3.4,1.0,2018,1,20
32.93309,-4.394803,1339.0,24.38889,0.0,42.5,8.8,0.0,2018,6,20
27.847502,-10.218902,1079.0,20.277779,0.0,63.4,9.3,0.0,2014,11,16
34.597004,-2.3458157,2276.0,9.0,0.0,38.1,5.2,1.0,2015,1,4
31.892221,-6.063374,2625.0,25.666664,0.0,38.7,3.5,0.0,2020,10,20
33.910755,-5.4919395,3220.0,20.0,0.0,57.9,5.9,1.0,2021,6,15
30.222206,-9.15216,1230.0,22.444445,0.0,62.6,5.2,1.0,2020,7,11
35.429047,-5.0936265,3984.0,13.722222,0.16,47.3,18.0,1.0,2019,1,24
30.218987,-9.150229,2011.0,20.055555,0.0,60.4,3.9,1.0,2013,6,27
31.15191,-7.44025,1266.0,27.222221,0.0,53.7,3.6,0.0,2016,8,25
31.586266,-8.499841,1179.0,28.833334,0.0,51.2,5.7,1.0,2021,6,12
34.67627,-2.4546404,2140.0,13.055555,0.16,50.5,5.4,0.0,2018,11,16
31.918472,-8.381129,1598.0,22.888887,0.0,52.6,7.2,0.0,2014,7,4
28.502148,-9.254408,915.0,26.277779,0.0,63.2,8.1,0.0,2022,7,30
33.368015,-7.7484193,6832.0,12.166668,0.04,49.5,4.5,1.0,2017,2,15
35.112175,-3.9957676,2002.0,10.666667,0.0,38.9,5.3,0.0,2017,12,7
32.294373,-5.4489937,2147.0,10.777779,0.0,36.5,9.2,0.0,2015,3,6
31.017393,-6.7085123,770.0,34.0,0.0,25.5,5.4,0.0,2021,7,17
28.68848,-9.700249,820.0,21.944445,0.0,60.2,7.4,0.0,2021,10,10
28.016071,-11.727083,1047.0,15.222222,0.0,52.0,8.7,0.0,2014,1,28
33.923134,-5.8719172,1239.0,14.666667,0.0,51.1,6.7,0.0,2022,11,23
31.701946,-8.06112,1854.0,20.88889,0.0,53.3,5.7,1.0,2016,4,25
35.00236,-5.9710603,4204.0,23.166664,0.0,67.7,7.2,1.0,2020,8,23
34.595184,-2.3525264,1835.0,21.277779,0.0,55.5,8.8,1.0,2014,6,8
32.87588,-5.6096444,2189.0,10.888888,0.0,39.0,3.6,1.0,2021,12,11
32.934002,-3.6852891,1071.0,20.722223,0.0,31.7,7.2,0.0,2022,10,23
33.883144,-5.497393,3123.0,26.38889,0.0,62.9,4.4,1.0,2018,8,22
34.399803,-2.4964936,1773.0,21.499998,0.0,55.6,7.2,1.0,2016,10,24
33.3675,-7.754995,5621.0,12.944445,0.47,49.8,5.5,1.0,2016,3,25
27.746218,-11.758713,984.0,18.666666,0.0,55.6,19.2,0.0,2021,5,14
28.084963,-8.75374,1172.0,23.999998,0.0,34.5,5.7,0.0,2022,11,4
35.741257,-5.4237175,5044.0,32.72222,0.0,68.8,5.7,1.0,2020,8,2
27.577585,-10.472876,1085.0,19.444445,0.0,63.1,11.3,0.0,2018,7,9
30.887476,-6.849153,1037.0,30.277779,0.0,27.1,8.7,0.0,2015,6,23
32.45447,-4.579434,1129.0,3.4999995,0.08,31.4,27.6,1.0,2015,1,23
34.596893,-2.3518445,3527.0,13.555556,0.0,44.5,9.3,1.0,2014,3,31
29.668621,-7.325086,884.0,27.722221,0.0,38.0,5.5,0.0,2022,9,14
34.598213,-2.3464582,1578.0,24.5,0.0,65.4,10.4,1.0,2020,7,16
28.347055,-9.557165,907.0,19.444445,0.0,32.4,10.6,0.0,2021,3,12
35.03188,-3.6406932,2377.0,27.166666,0.0,54.5,4.3,1.0,2019,8,9
32.565125,-4.819854,1228.0,13.000001,0.0,34.6,6.0,0.0,2022,3,14
34.904873,-2.3521175,4505.0,11.611112,0.0,49.1,5.1,0.0,2017,2,25
35.245148,-3.6581476,1831.0,25.88889,0.0,69.1,4.3,1.0,2014,8,10
28.391798,-9.281192,1064.0,15.722222,0.0,46.6,6.5,0.0,2019,12,21
34.60412,-2.337212,1809.0,23.444443,0.0,60.9,7.4,1.0,2016,7,18
33.73272,-4.817566,2604.0,6.7222214,0.0,35.4,5.2,0.0,2021,1,15
35.167294,-5.148354,5760.0,31.055555,0.0,57.9,5.0,1.0,2015,7,13
31.726648,-4.084178,1402.0,32.38889,0.0,37.1,8.4,0.0,2022,9,8
32.569405,-6.1399655,4065.0,20.944443,0.0,33.5,3.0,1.0,2013,11,2
33.91036,-5.4924893,5270.0,22.833334,0.0,45.5,5.0,1.0,2014,5,5
33.893333,-4.6916947,2523.0,27.111113,0.0,55.7,5.6,1.0,2021,7,28
35.638233,-5.384832,3843.0,27.888887,0.0,54.3,8.3,1.0,2014,9,6
34.594368,-2.344802,1638.0,12.388889,0.0,40.8,6.5,1.0,2020,12,25
30.219765,-9.15202,1072.0,26.000002,0.0,58.2,7.4,1.0,2016,9,2
35.304733,-5.455535,5862.0,33.166668,0.0,40.4,4.4,1.0,2022,7,27
31.10096,-7.3965793,1574.0,20.166668,0.0,35.2,3.6,0.0,2015,10,15
33.91002,-5.4949827,6004.0,14.333333,0.0,44.8,2.3,1.0,2015,3,4
32.65053,-3.5830095,1749.0,7.9444447,0.02,35.8,15.4,0.0,2021,3,9
34.96832,-5.3583374,5213.0,18.0,0.0,48.8,3.8,1.0,2016,3,31
34.594254,-2.3463511,1700.0,21.88889,99.99,55.8,5.5,1.0,2018,10,2
27.63665,-9.612644,1100.0,20.722223,0.0,36.9,7.9,0.0,2021,2,4
31.026903,-7.1603727,1170.0,26.11111,0.04,51.3,5.3,0.0,2018,8,8
35.1055,-5.6820335,4749.0,31.277779,0.0,52.8,9.6,1.0,2022,7,15
28.5745,-10.845474,992.0,24.333336,0.08,38.2,9.9,0.0,2019,4,3
31.401897,-7.6971226,4981.0,20.166668,0.0,49.6,4.4,0.0,2013,6,1
31.330484,-6.054328,1572.0,23.500002,0.0,41.4,3.0,0.0,2015,10,12
35.854126,-5.3985267,6703.0,25.722223,0.0,61.9,8.8,1.0,2014,8,1
30.222609,-9.15181,2940.0,15.5,0.0,51.4,4.9,1.0,2017,2,19
35.43492,-5.947823,3232.0,18.222223,0.0,52.2,11.1,1.0,2013,11,1
35.791218,-5.910467,5544.0,25.666664,0.0,50.5,22.7,1.0,2017,7,3
33.908478,-5.496942,2912.0,23.88889,0.0,60.9,4.0,1.0,2019,7,15
34.01076,-4.0205426,3115.0,36.055557,0.0,65.2,0.0,0.0,2015,7,29
32.580105,-3.9138207,1248.0,14.611111,0.0,31.7,25.4,0.0,2020,3,3
35.364544,-4.009771,2341.0,26.277779,0.0,61.8,5.8,0.0,2016,7,14
28.416683,-10.420642,1193.0,19.277777,0.0,53.7,9.4,0.0,2021,4,2
32.500416,-6.5976243,2090.0,28.666666,0.0,56.9,5.5,0.0,2022,9,4
32.849667,-3.6070435,1200.0,17.666666,0.0,33.0,10.6,0.0,2013,10,30
35.00788,-5.175661,5257.0,29.88889,0.0,55.6,4.0,0.0,2017,7,24
32.578842,-5.290494,1477.0,18.0,0.0,47.9,4.4,0.0,2014,9,26
34.59724,-2.3497157,1592.0,12.888889,0.0,43.3,4.1,1.0,2017,11,8
34.80463,-5.3812647,3333.0,25.166668,0.0,50.0,4.0,1.0,2017,10,15
35.1807,-5.351113,6554.0,23.055555,0.0,60.6,6.4,0.0,2015,5,12
35.242573,-4.356016,4476.0,22.333332,0.0,67.2,5.1,0.0,2021,6,27
30.220913,-9.152111,1560.0,21.444445,0.0,58.3,8.9,1.0,2014,6,24
31.491941,-8.2525835,1029.0,26.333334,0.0,45.8,5.6,0.0,2014,6,4
31.62755,-3.7886822,1287.0,31.0,0.0,38.7,6.3,0.0,2020,9,11
35.732265,-5.429464,5044.0,34.0,0.0,58.1,12.8,1.0,2020,8,3
34.48857,-2.5372446,1634.0,26.222221,0.0,61.5,7.6,0.0,2020,7,6
30.727776,-6.506195,1205.0,18.88889,0.0,34.5,5.6,0.0,2013,3,19
32.393257,-5.3161335,1455.0,29.722221,0.0,35.3,8.6,1.0,2021,7,6
28.593065,-8.806442,1069.0,32.444443,0.0,36.8,11.7,0.0,2017,5,17
35.23902,-5.5030923,4861.0,31.222221,0.0,9999.9,3.8,1.0,2020,8,28
35.247387,-3.713146,3551.0,15.222222,0.0,40.5,6.5,0.0,2020,2,26
31.679434,-7.5415115,2329.0,12.555554,0.0,46.8,3.2,0.0,2014,1,17
32.054485,-6.6056013,3655.0,39.22222,0.0,27.8,5.6,1.0,2017,7,17
32.49837,-5.1609306,1560.0,25.388887,0.0,47.0,10.6,0.0,2019,6,27
32.881794,-3.5956159,1248.0,11.944445,0.0,16.1,2.4,0.0,2022,1,2
33.364536,-7.7508984,5701.0,10.666667,0.0,48.2,5.3,1.0,2014,12,30
33.909637,-5.4958262,2894.0,18.333334,0.0,45.9,2.9,1.0,2017,11,1
30.74837,-4.355958,1095.0,18.500002,0.0,32.5,5.8,0.0,2020,3,15
27.730347,-9.848699,1064.0,15.555555,0.0,45.4,4.9,0.0,2019,1,27
33.907246,-4.837884,2774.0,28.5,0.0,48.2,7.6,1.0,2016,8,31
32.5657,-3.4982169,986.0,23.277779,0.0,18.5,11.7,0.0,2019,4,19
31.757595,-3.5462637,1281.0,29.222221,0.0,51.6,6.6,0.0,2018,8,19
32.03625,-6.687358,3545.0,16.722221,0.0,44.5,4.0,0.0,2021,11,23
30.33739,-6.840861,1134.0,11.388889,0.2,36.8,2.8,0.0,2014,3,14
35.601425,-5.430852,4442.0,21.166666,0.0,62.6,5.2,1.0,2015,6,1
30.52355,-6.776252,985.0,6.833333,0.0,21.9,1.1,0.0,2016,12,22
34.597595,-2.3475134,1652.0,13.777778,0.02,50.1,2.0,1.0,2014,11,17
33.36793,-7.747543,3336.0,14.166667,0.0,48.8,3.8,1.0,2015,12,6
31.801762,-6.8877354,3200.0,16.222221,0.0,34.7,5.7,0.0,2022,2,19
28.642414,-9.749531,783.0,18.777779,0.0,52.6,6.1,0.0,2022,4,12
34.594257,-2.347073,1693.0,21.777777,0.0,54.0,6.2,1.0,2019,6,18
30.218975,-9.151882,3162.0,13.000001,0.0,39.2,5.7,1.0,2019,1,9
33.208473,-4.514475,1100.0,21.722221,0.0,29.6,8.4,0.0,2017,9,18
35.05795,-4.9905205,5552.0,33.72222,0.0,55.1,4.0,1.0,2016,9,7
35.434723,-5.269344,5695.0,12.888889,0.0,46.4,5.6,1.0,2018,2,19
30.219414,-7.1586747,1151.0,13.166667,0.0,8.4,13.2,0.0,2019,2,3
33.414364,-7.8133173,2646.0,20.666664,0.0,62.6,4.9,1.0,2017,10,25
33.367645,-7.7530236,3120.0,11.0,0.0,37.3,4.1,1.0,2013,12,4
32.402397,-5.11977,1608.0,5.5555553,0.0,28.5,23.0,0.0,2013,11,19
33.366196,-7.748728,2539.0,19.166666,0.0,56.8,5.4,1.0,2017,9,19
33.36289,-7.747327,2224.0,21.722221,0.0,61.0,7.6,1.0,2015,8,19
29.086927,-9.5714245,1083.0,14.555555,0.0,41.6,7.4,0.0,2017,3,26
34.25177,-2.1156623,2626.0,11.722221,0.01,48.2,6.2,0.0,2015,3,24
31.289257,-6.758583,1212.0,19.055557,0.0,32.6,5.3,0.0,2020,4,27
33.338554,-6.0512037,2798.0,17.166666,0.0,54.2,5.6,0.0,2017,11,5
33.90633,-5.499617,5016.0,19.166666,0.0,51.7,3.8,1.0,2016,5,27
33.725903,-5.4221754,2592.0,16.944445,0.0,53.5,6.3,1.0,2021,10,23
33.369686,-7.7525783,2401.0,21.444445,0.0,60.7,4.0,1.0,2020,10,9
31.491364,-8.244787,1668.0,19.944445,0.0,53.2,4.5,1.0,2014,4,24
35.07281,-4.9916115,5552.0,33.72222,0.0,55.1,4.0,1.0,2016,9,7
31.904665,-4.1576447,1301.0,29.0,0.0,36.6,6.2,0.0,2015,5,9
33.469013,-7.7096925,2428.0,21.777777,0.0,56.6,10.3,1.0,2021,6,23
33.628613,-5.911752,5728.0,23.38889,0.0,61.3,4.5,0.0,2018,6,18
35.212116,-5.544499,4215.0,25.166668,0.0,50.0,4.0,1.0,2017,10,15
31.64642,-9.100813,1664.0,36.72222,0.0,45.0,17.1,0.0,2021,7,19
30.217577,-9.152422,1560.0,28.61111,0.0,40.5,18.4,1.0,2014,10,31
29.37835,-9.954964,1919.0,17.333334,0.0,53.6,4.0,0.0,2014,12,19
34.64093,-1.871505,2187.0,12.055555,0.0,35.9,7.3,0.0,2020,1,31
32.194473,-8.738227,1587.0,27.722221,0.0,63.2,4.4,0.0,2015,10,6
35.093952,-4.870524,2653.0,26.722221,0.0,61.2,4.6,1.0,2014,9,10
35.03057,-5.670932,4378.0,29.055555,0.0,62.4,8.2,1.0,2022,7,13
30.218288,-9.151687,1751.0,24.277777,0.0,56.2,4.2,1.0,2013,7,29
30.706516,-7.0546103,1254.0,10.666667,0.0,36.1,3.0,0.0,2014,12,4
35.21323,-5.5324697,4215.0,25.166668,0.0,50.0,4.0,1.0,2017,10,15
34.593327,-2.8817067,1696.0,11.777778,99.99,45.8,6.2,0.0,2014,1,14
33.364395,-7.749728,6064.0,9.944446,0.08,46.4,7.3,1.0,2017,1,24
32.525932,-5.8694506,3804.0,26.88889,0.0,61.9,6.2,0.0,2022,6,17
35.04443,-5.5055084,4897.0,20.833334,0.0,54.2,5.6,1.0,2014,10,25
34.597294,-2.3478143,1796.0,14.888889,0.0,43.8,13.9,1.0,2021,2,1
34.599102,-2.3469012,3284.0,21.944445,0.0,57.2,8.9,1.0,2014,4,13
29.313822,-9.933281,2270.0,17.38889,0.0,57.2,4.1,0.0,2020,3,5
33.662582,-5.459771,4296.0,13.555556,0.0,51.1,2.8,1.0,2019,3,5
35.051403,-5.6510763,5685.0,29.833334,0.0,58.0,8.4,1.0,2022,7,16
33.68256,-5.79249,3058.0,23.055555,0.0,63.9,3.9,1.0,2017,6,14
35.532906,-5.4835596,5004.0,12.944445,0.0,50.1,3.6,0.0,2017,2,2
28.36419,-9.339018,1078.0,21.833336,0.0,64.4,6.8,0.0,2017,6,3
32.163063,-6.075416,1730.0,24.444445,0.0,39.2,4.9,0.0,2020,10,14
31.807652,-9.382831,3386.0,12.944445,0.16,46.0,10.0,0.0,2016,2,29
34.596287,-2.3468876,1741.0,24.11111,0.0,51.2,7.3,1.0,2018,6,29
32.87868,-4.3414197,1321.0,25.166668,0.0,41.0,8.4,0.0,2019,6,24
27.640099,-9.657474,1091.0,20.055555,0.0,60.7,18.1,0.0,2016,6,16
30.21924,-9.155525,1394.0,15.888889,0.0,54.3,4.4,1.0,2020,11,11
33.98148,-4.0342007,3415.0,18.555555,0.0,43.9,4.4,0.0,2017,4,5
34.59598,-2.34347,2045.0,11.0,0.0,41.9,6.3,1.0,2017,2,2
30.485332,-6.8311186,958.0,18.11111,0.0,22.1,6.8,0.0,2021,5,2
35.419964,-6.02663,2521.0,21.333334,0.0,62.9,6.8,1.0,2015,9,27
32.10837,-5.8329954,1340.0,31.055555,0.0,41.5,5.5,0.0,2019,8,20
33.365807,-7.753862,2603.0,21.277779,0.0,59.2,5.8,1.0,2015,9,17
28.228916,-11.135321,966.0,15.888889,0.0,53.0,7.9,0.0,2014,1,14
34.594727,-2.3464918,2045.0,6.6666665,0.0,35.4,5.1,1.0,2015,1,26
33.497246,-7.705691,6057.0,15.777778,0.0,55.3,7.4,1.0,2020,2,9
34.59531,-2.347735,2348.0,21.333334,0.0,60.4,7.7,1.0,2015,5,12
28.949272,-10.567847,971.0,22.388891,0.0,64.7,6.3,0.0,2016,9,12
35.23951,-4.4318895,3351.0,13.388888,0.01,46.3,4.0,0.0,2022,12,4
32.86362,-5.101652,3519.0,15.388889,0.0,35.2,6.0,1.0,2016,3,29
27.470974,-10.2978325,1068.0,15.5,0.72,51.6,14.5,0.0,2020,11,28
32.35732,-8.618697,2007.0,20.88889,0.0,56.7,7.6,0.0,2020,5,18
29.15107,-9.713555,1019.0,21.166666,0.0,54.8,14.6,1.0,2018,6,8
32.718384,-5.0849833,1430.0,12.666667,0.0,-2.1,6.3,0.0,2022,11,30
30.963295,-4.769807,746.0,10.777779,0.0,23.6,3.4,0.0,2016,1,30
32.01251,-6.6858144,3014.0,27.833334,0.0,50.1,4.7,1.0,2019,7,29
34.636467,-3.2167556,2266.0,22.833334,0.0,56.8,9.0,1.0,2013,6,23
30.959297,-4.4597816,900.0,16.833334,0.0,30.1,2.5,0.0,2020,11,3
35.043743,-4.9120083,4358.0,26.277779,0.0,56.9,5.7,1.0,2014,9,16
35.599815,-5.4345584,6025.0,10.111111,0.0,34.4,10.2,1.0,2015,2,7
34.98356,-4.742052,4713.0,11.944445,0.0,38.0,2.6,1.0,2016,3,14
35.02228,-2.83146,3465.0,18.444443,99.99,55.1,7.2,1.0,2013,5,28
33.303364,-7.894616,2589.0,23.333334,0.0,67.1,4.9,0.0,2020,9,11
34.917103,-4.631869,4807.0,18.999998,0.0,55.0,5.0,1.0,2014,10,26
32.568462,-6.13369,4985.0,19.555553,0.0,60.0,3.7,1.0,2013,4,14
35.14956,-6.140685,5451.0,23.166664,0.0,64.3,6.8,1.0,2019,7,27
31.6864,-7.1393633,2180.0,32.11111,0.0,26.7,4.6,1.0,2020,7,11
35.112118,-5.034485,5024.0,23.777779,0.0,50.2,7.1,1.0,2017,9,19
34.59754,-2.3484743,1646.0,19.055557,0.0,53.4,8.8,1.0,2019,6,2
34.59518,-2.349784,2468.0,6.5000005,0.0,37.7,3.4,1.0,2020,1,9
32.305286,-5.44049,2466.0,25.222221,0.0,46.0,4.0,1.0,2013,7,22
35.181763,-5.1179314,5459.0,27.166666,0.0,51.5,4.8,1.0,2020,8,14
33.36923,-7.747388,2539.0,15.888889,0.0,43.2,5.5,1.0,2021,12,21
28.036657,-10.699744,814.0,26.944445,0.0,43.9,5.7,0.0,2017,10,18
28.253645,-9.8972025,922.0,17.11111,0.01,47.8,14.1,0.0,2019,4,22
35.25478,-5.5382476,6631.0,30.444445,0.0,9999.9,3.6,1.0,2020,8,27
33.73892,-5.545083,2555.0,21.555557,0.0,61.8,4.0,1.0,2013,10,5
33.364304,-7.749361,2311.0,24.277777,0.0,55.7,10.2,1.0,2016,9,30
34.5938,-2.3433568,1460.0,25.333334,0.0,71.0,8.5,1.0,2016,8,23
33.188793,-5.967182,4374.0,20.555555,0.0,51.4,6.0,0.0,2013,6,6
35.501762,-5.5239067,3765.0,19.222221,0.01,60.5,4.7,1.0,2020,10,14
31.349361,-6.4218745,1620.0,22.111113,0.0,24.1,2.6,0.0,2018,4,18
31.820108,-5.958893,1144.0,9.777777,0.0,34.0,3.9,0.0,2017,1,19
31.582129,-8.314971,2267.0,10.944445,0.0,35.3,2.8,0.0,2015,1,4
35.756737,-5.435338,5394.0,29.166666,0.0,55.2,8.3,1.0,2020,8,4
35.2557,-4.9962926,3413.0,21.722221,0.0,57.2,6.2,0.0,2021,10,9
27.851551,-9.541351,1088.0,21.000002,0.0,55.7,6.9,0.0,2016,11,7
35.079933,-4.990026,5552.0,33.72222,0.0,55.1,4.0,1.0,2016,9,7
